Al,Cu,Mg,Mn,Si,Zn,Fe,Ni,Cr,Ti,Pb,Sn,Zr,Co,V,solution_temp,solution_time,aging_temp,aging_time,strain_hardening_index,alloying_content
93.50612,3.718266,1.0731895,0.3600484,0.63061726,0.36142203,0.26399052,0.008830127,0.003963147,0.047288887,0.008866505,0.0,0.008833759,0.0026515883,0.005907696,269.62595,0.4903851,19.96264,85.33193,0.08400864,6.493881
92.66075,0.4836291,2.6873484,0.16313525,1.7962015,1.8826929,0.14090315,0.0,0.12355879,0.04772663,0.0,0.0,0.01273743,0.0,0.0013021475,-11.065169,-0.023563392,-2.7232409,-0.79523104,0.001868861,7.3392487
99.07512,0.122475214,0.1906016,0.19031867,0.21374436,0.0,0.052533746,0.0,0.03209356,0.0065896166,0.00278041,0.08714291,0.014434041,0.0074972305,0.0046761823,13.803071,0.031650774,10.694339,3.4766347,0.018800806,0.924881
97.078964,1.0387987,0.7918538,0.14007325,0.4591605,0.0,0.09090134,0.022253925,0.018510384,0.0207223,0.0,0.311262,0.008872805,0.018623704,0.0,287.45752,0.51482075,37.713345,78.01449,0.0661858,2.9210358
96.358665,0.81868714,1.4244585,0.42600965,0.3783065,0.3323231,0.10513759,0.0,0.061833195,0.017936233,0.0,0.06437406,0.010494162,0.0,0.0017842874,5.2521977,0.02604001,10.984645,4.5791054,0.014791727,3.6413345
91.922134,0.93137634,3.1356459,0.116588585,0.0,3.5748537,0.103055894,0.002657801,0.17106903,0.023417545,0.0,0.0,0.019190464,0.0,0.0,7.8871007,0.006264798,9.820254,1.8389375,0.025142765,8.077866
96.27185,0.1607471,1.1011374,0.060141943,2.203913,0.0,0.10105131,0.0,0.055501416,0.027246803,0.0,0.0,0.009143448,0.0067354115,0.002531769,33.12979,0.0613954,4.7256804,1.6050546,0.028898228,3.7281494
90.687195,1.0345074,2.7553806,0.07279958,0.16139865,4.6993947,0.1259266,0.06334011,0.10789293,0.035198417,0.0,0.23912403,0.011003119,0.003860709,0.0029894433,39.220825,0.05841472,8.4752,10.002567,-0.019991046,9.312805
97.11683,0.53884906,1.2834827,0.47010052,0.18695927,0.12900575,0.12156761,0.0,0.04919003,0.015321751,0.0056517986,0.06755787,0.01134526,0.0035671447,0.0005805028,-0.43553108,0.0052663903,9.603789,1.389858,-0.0023091862,2.883171
97.94887,0.15266915,0.97618306,0.40006694,0.13202073,0.056195986,0.06313434,0.0,0.067291856,0.006962045,0.004961968,0.17038877,0.01526297,0.003414625,0.0025682743,0.84289604,0.012097083,12.641583,0.23613718,0.013711307,2.0511322
96.158745,1.8667665,0.86785287,0.25472987,0.35936487,0.22302431,0.13716087,0.025847038,0.05945314,0.028665679,0.0009871589,0.0,0.017419921,0.0,0.0,552.57135,1.0097225,70.292816,131.23315,0.06416039,3.8412552
91.438,0.33246887,2.3546197,0.13604951,3.751668,1.6136419,0.2039484,0.0038125578,0.085605346,0.07612687,0.0,0.0,0.0,0.0,0.0040529044,-0.25207466,-0.011833973,-7.776456,7.258362,-0.010814933,8.561996
90.40458,1.2408302,2.720552,0.058262937,0.31095067,5.0854516,0.034924418,0.00022175521,0.09696411,0.007923094,0.008452901,0.0038955673,0.026863942,0.0,0.00012011186,59.621918,0.11199542,21.297363,8.704569,-0.0011550875,9.595421
94.67152,0.05267669,1.754617,0.112509504,3.0445614,0.0,0.15719442,0.0,0.08677208,0.030030446,0.0015483965,0.065065555,0.005318072,0.015508974,0.0026952464,56.15158,0.07147848,3.2474241,10.4660225,0.2780317,5.3284836
98.134995,0.39991993,0.8250796,0.16156422,0.0,0.13769232,0.05334686,0.0025421926,0.03661787,0.011207487,0.0,0.2210613,0.013757821,0.000116224495,0.0020899915,16.069855,0.019187026,14.545142,2.9609563,-0.0042418297,1.8650055
91.556854,1.5534858,1.8735641,0.10362576,0.78820854,3.7456856,0.12035717,0.010830737,0.124556616,0.03193205,0.0,0.046216723,0.037728045,0.0,0.006958656,494.68845,0.9193757,174.15997,29.976837,0.017449059,8.443146
93.80112,0.5335921,2.3848906,0.29534894,1.195315,1.3030325,0.2629706,0.009453526,0.12337399,0.076295234,0.0,0.008716213,0.0019905386,0.0,0.0039064987,-11.6362295,-0.013076045,0.55938625,2.5251768,-0.010383712,6.198883
92.544205,1.140706,2.3781598,0.20895427,0.8935177,2.3934176,0.16778877,0.0024143693,0.108220905,0.05031256,0.0,0.09822765,0.01407973,0.0,0.0,24.698334,0.051987104,15.539039,7.751236,0.020284563,7.4557953
95.23089,1.9836167,0.40088427,0.9724801,0.4591622,0.04779688,0.3612409,0.0143870115,0.03156602,0.02793846,0.0,0.46460578,0.0,0.005439702,0.0,-22.936462,-0.0012044985,9.252002,-6.226156,-0.0063268933,4.7691116
97.171196,0.59717906,1.0618997,0.541623,0.339985,0.11536999,0.08877656,0.003901001,0.051469125,0.009040253,0.005466239,0.0,0.011095025,0.0,0.0029881666,10.203065,0.023136608,10.596084,1.2903593,0.011774203,2.828804
96.84965,0.2119557,1.7836872,0.17377453,0.4529812,0.17548174,0.123045616,0.0,0.08398583,0.027364377,0.0011500407,0.10421467,0.010564865,0.0,0.0021306775,7.4195714,0.009079777,4.8833227,1.4407728,0.013744533,3.1503525
96.65845,0.3370522,1.9531369,0.24844123,0.104605384,0.45009008,0.07701885,0.0,0.0832633,0.012023548,0.0010141103,0.057664026,0.013712887,0.0,0.0035305612,-0.39038032,0.0031828503,7.0060186,3.5182683,0.006748602,3.3415527
90.359566,1.3666313,2.221326,0.061951257,0.1639243,5.5251727,0.065027535,0.0151891615,0.15809508,0.012246545,0.0052885404,0.0,0.038100474,0.0,0.007486462,502.05148,0.938211,188.42249,20.51339,0.016048744,9.640434
97.33649,0.9158522,0.3044736,0.8280913,0.08476957,0.33760434,0.071239986,0.0,0.012324647,0.00092061993,0.0067116627,0.07552934,0.0177661,0.0062140115,0.0020171185,-11.384719,-0.015043832,8.841128,-5.8675175,0.017782614,2.6635132
91.95169,0.71140206,0.742219,0.031109024,6.00458,0.0,0.21443082,0.038186755,0.068005994,0.043113682,0.001710392,0.16793846,0.010185258,0.007990543,0.007437764,-5.4950404,0.00044821907,7.6271048,3.7106187,-0.008452324,8.048309
89.0094,0.68849266,2.6072474,0.18682957,3.8228676,3.1954606,0.23423068,0.0,0.13821356,0.10107303,0.005695623,0.0,0.001276314,0.0060151843,0.00320078,4.0677953,0.022484712,1.3883505,8.011639,-0.00456891,10.990601
94.451126,0.364347,2.8560786,0.1477916,0.5079515,1.4209148,0.10321687,0.0009070686,0.100149676,0.027612394,0.0,0.0,0.014800126,0.0,0.0051178774,-11.227263,-0.026177831,3.6584272,-3.573889,0.025394207,5.548874
96.06206,0.47774822,2.0288174,0.29990774,0.22606298,0.6159877,0.14671649,0.0,0.09629254,0.026030602,0.0034707752,0.0,0.012097482,0.0,0.0048053553,-0.91029304,0.0010172945,7.7778006,3.6593645,-0.008155903,3.9379425
93.37391,0.9126796,2.657351,0.2645256,0.2899145,1.9709507,0.21431045,0.012797086,0.13822411,0.061200537,0.0,0.09816721,0.005963898,0.0,0.0,28.14682,0.04299476,16.848787,6.868437,0.008698599,6.626091
89.01565,1.3299897,2.9188588,0.07638322,0.0,6.32945,0.09067688,0.012217733,0.16643104,0.032420192,0.0,0.0,0.025950544,0.0,0.001981169,-12.720351,-0.018931098,-12.261643,4.1018696,-0.012251666,10.984352
96.37417,1.0698805,1.1613247,0.27114645,0.56970316,0.27828032,0.17483273,0.0,0.057351798,0.03736231,0.0,0.0,0.0042594434,0.0,0.0016920274,62.019722,0.09565491,19.245214,20.016008,0.00086971954,3.6258316
92.9528,4.0718822,0.8129219,0.47051218,0.56930363,0.5577953,0.36365458,0.0,0.0,0.0658924,0.0018322248,0.124392115,0.0029216094,0.0060973363,0.0,190.24164,0.3747186,24.627178,59.149124,0.046712715,7.047203
95.08402,0.41697994,2.1810453,0.055147752,1.8523802,0.19940557,0.10038105,0.005442191,0.080003634,0.015029733,0.0005789644,0.0,0.009588557,0.0,0.0,23.0289,0.046431415,4.2671614,3.7052114,0.076197185,4.9159775
93.5343,3.2000225,1.0023565,0.33310634,0.72491777,0.6327777,0.27889907,0.019749241,0.027902756,0.066734545,0.0,0.15564206,0.014067038,0.009026388,0.0004903909,379.3603,0.70413756,65.35556,76.38166,0.06977415,6.4656982
93.00403,2.1572068,1.6164876,0.23970737,0.758395,1.5229995,0.3076033,0.02430477,0.073606506,0.073048726,0.004514022,0.20553684,0.0024448012,0.010112119,0.0,174.90219,0.3199048,49.582508,34.946182,0.015438693,6.9959717
92.78209,5.139277,1.0138749,0.54817295,0.0,0.16804293,0.23531814,0.0,0.010729164,0.05164575,0.0040565142,0.0,0.030842008,0.007655967,0.008289471,521.9991,0.94586515,18.97407,152.77373,0.22826077,7.217911
91.00376,0.0,2.19139,0.13133807,4.1835537,1.9092355,0.24953471,0.008580211,0.118483394,0.096880816,0.0020878636,0.0954851,0.0,0.00096346595,0.008710495,18.536331,0.021331571,7.5492926,8.942646,-0.0044950414,8.996239
96.68597,0.43591568,1.7100911,0.41216543,0.29408658,0.1420601,0.14245361,0.0,0.054043937,0.029211087,0.006317694,0.07802941,0.008494818,0.00039181046,0.00077712187,5.6958776,0.01608207,6.7048903,0.7535475,0.011651494,3.3140335
96.44132,1.4281994,0.83709013,0.7034445,0.19253033,0.2398723,0.13321532,0.0,0.0,0.0123440735,0.0075978283,0.0,0.0043808576,0.0,0.0,33.490417,0.09766146,14.761277,11.959339,-0.0031816342,3.5586777
93.074585,1.0928969,1.79017,0.09205872,0.57211196,3.0885854,0.1234545,0.0070301206,0.10725674,0.02549527,0.00041994354,0.0,0.021936651,0.0,0.004008529,484.26373,0.9005814,149.74876,43.15561,0.012169518,6.925415
95.77087,1.2607702,1.1011896,0.27422005,0.69294864,0.5704795,0.18642083,0.03358828,0.07310481,0.036001705,0.0,0.0,0.0,0.00039920368,0.0,389.15714,0.7064605,37.398624,110.57825,0.021679189,4.2291336
95.08476,0.3335925,2.500059,0.0574223,0.2616824,1.4436516,0.07150354,0.0025691707,0.11828413,0.005015531,0.0,0.09724578,0.01952951,0.0,0.004688807,-19.201416,-0.038819022,4.2327986,-0.6962835,0.025376711,4.9152374
98.872856,0.20867309,0.07021953,0.11129549,0.49552163,0.0,0.03685703,0.0,0.02559302,0.0061744982,0.0016258304,0.1497713,0.014896711,0.0025241305,0.003987461,19.751923,0.03746917,7.8756437,5.658554,0.006618995,1.1271439
95.42624,1.1831284,0.68050146,0.16764165,2.001893,0.0,0.2665447,0.0,0.13242744,0.047691315,0.0,0.0,0.01988586,0.008278683,0.06577156,7.932221,0.013917528,4.516162,3.783758,-0.013875673,4.573761
96.527885,0.21924025,1.355721,0.040593076,1.6900986,0.0,0.057831466,7.776147e-07,0.07981647,0.0019193497,0.00079039653,0.0,0.015485111,0.007429951,0.0031831046,12.332948,0.021179877,10.297263,-2.845711,0.04266693,3.4721146
97.52294,0.0,1.0284568,0.8498899,0.05966504,0.12225318,0.14283647,0.0,0.068385646,0.010666163,0.0019833012,0.16424263,0.009643096,0.008960261,0.010064128,15.528443,0.03652861,12.462167,1.4721239,0.007584639,2.4770584
95.933,0.2917186,2.243658,0.095637515,0.67049235,0.58662486,0.07587912,0.0059689796,0.06920901,0.012068129,0.0,0.0,0.013115865,0.0020866753,0.00055099383,-0.7296137,0.0050002853,10.540568,1.5415666,0.04441934,4.0670013
94.45884,1.8392818,1.2270395,0.18082295,1.4707154,0.35953176,0.19878156,0.067754075,0.047556352,0.043760847,0.0,0.082172506,0.01979397,0.0022824954,0.0016518316,141.56728,0.25800186,33.778217,33.06284,0.034452453,5.5411606
94.35543,3.0186727,1.0459902,0.45773658,0.89222425,0.012641167,0.1569926,0.0056680385,0.007896223,0.03439368,0.0011074629,0.0,0.011227707,0.0,0.0,525.22174,0.97448075,13.853358,170.32523,0.16905196,5.6445694
95.57697,1.4395779,1.114236,0.5865039,0.6391973,0.2852039,0.223475,0.0323074,0.057944737,0.030713705,0.0030577453,0.0,0.009657188,0.0,0.0011655573,4.5938115,0.016447477,11.556823,2.2755716,-0.018559033,4.423027
89.389404,2.2734578,1.2567544,0.21493891,5.423518,0.80805236,0.38291073,0.05842357,0.081966594,0.09262206,0.0034194367,0.0,0.003124892,0.011407393,0.0,135.19295,0.26506573,53.26214,30.844795,0.01050511,10.610596
92.52041,5.3510547,0.26326558,0.27470976,0.32336274,0.6653561,0.42610443,0.0,0.030063232,0.06384778,0.0009950846,0.0,0.03665244,0.008161838,0.03600929,46.41192,0.081789024,11.387652,19.35453,-0.00072587444,7.4795914
91.52021,0.0,0.8420837,0.0,7.491967,0.0,0.11610929,0.0,0.0,0.021662101,0.0059290156,0.0,0.0,0.0020420772,0.0,1.2448277,0.006912015,-1.4891825,4.8017387,-0.011254748,8.47979
94.82549,2.111041,0.67902535,0.44828844,0.73474544,0.191847,0.2068184,0.092787266,0.0,0.026021028,0.0,0.6638779,0.01918395,0.0,0.00086918654,7.663895,0.009407841,16.814272,1.6991003,0.022376563,5.174507
94.34036,0.9586103,1.4578145,0.2783349,1.3479589,0.13542481,0.21251805,0.06349401,0.0009620465,0.048691,0.008043621,1.1404269,0.007343055,0.0,0.0,54.32148,0.09002886,19.958141,3.294397,0.05886998,5.6596375
96.78809,0.25748253,1.5370044,0.2755483,0.38719907,0.33586505,0.14721945,0.0330364,0.041973084,0.017233485,0.0,0.16064577,0.01869333,0.0,0.0,27.498169,0.07227912,13.927674,1.0869367,0.039841346,3.2119064
94.52931,1.120654,2.0852263,0.30327734,0.919094,0.59908885,0.26871553,0.006765364,0.090415105,0.0707501,0.0029616565,0.0,0.003747852,0.0,0.0,7.13852,0.013369285,3.740264,1.7894094,0.014481524,5.470688
96.067726,1.0789477,1.2795178,0.4892385,0.51816756,0.2297723,0.21383639,0.0,0.075545214,0.035554554,0.0,0.0,0.007931137,0.0020173565,0.0017653627,5.553162,0.014655672,9.259307,2.0815523,-0.015886927,3.9322739
94.39164,1.2082686,1.8068118,0.11885212,0.7464394,0.8738304,0.187852,0.18065244,0.094825305,0.037382577,0.03043292,0.30893806,0.014094235,0.0,0.0,158.57027,0.24286714,30.829985,26.655766,0.012143219,5.6083603
91.96133,5.7610393,0.0,0.30883414,0.8017964,0.32595667,0.48809227,0.034060966,0.0,0.06575744,0.007478275,0.17269903,0.040277865,0.0,0.0326718,-16.703735,-0.038583107,0.083827,10.052906,0.002515361,8.038673
94.31247,2.8631299,1.0454848,0.44334355,0.93394744,0.15619954,0.1955013,0.0060061417,0.0,0.04391603,0.0,0.0,0.0,0.0,0.0,493.09717,0.9035182,20.957424,154.09036,0.13684574,5.6875305
97.09148,0.36323756,1.4278215,0.120051116,0.484025,0.2762837,0.07438489,0.004618182,0.048183836,0.0135089345,0.0,0.08165811,0.013501538,0.0,0.0012536542,1.1470952,0.0033484022,9.933959,9.704914,0.008773826,2.9085236
89.4291,1.2095956,2.3423927,0.068181604,0.42170388,6.2181787,0.08147323,0.025978342,0.13231483,0.010634226,0.0031335508,0.033513486,0.01824879,0.0,0.0055597965,457.89413,0.85002327,165.86548,24.240715,0.025221184,10.5709
96.04229,1.306042,1.1117336,0.23533759,0.79874325,0.15374449,0.1966604,0.01068118,0.0701762,0.037605297,0.0018180772,0.021767803,0.0101019805,0.00062084437,0.0026784663,17.428238,0.04639908,6.8216085,17.461899,0.013976486,3.9577103
94.815605,0.4782277,1.595368,0.17503159,2.4895363,0.10286124,0.21050821,0.0,0.070559435,0.04728449,0.0,0.0,0.0013086963,0.010965301,0.002736847,11.367845,0.026910804,15.6490755,0.666704,0.0035823716,5.184395
87.70578,1.2047575,2.4849284,0.07613274,0.9296063,7.227756,0.0956239,0.0,0.21368982,0.021844279,0.005093593,0.0,0.023549246,0.006531518,0.0047217854,453.00522,0.840731,158.61418,30.03389,0.0027217085,12.29422
97.65484,0.62377465,0.67371875,0.44312066,0.14515918,0.27655742,0.10919945,0.0038237248,0.027995894,0.013657933,0.008540635,0.0,0.013026701,0.004102942,0.0024732733,13.456254,0.032906733,14.492724,0.76498777,-0.007821342,2.3451614
91.3981,2.161554,1.2844157,0.24457987,3.3081334,1.1952571,0.20400326,0.025166458,0.051186465,0.080176145,0.0016907583,0.0,0.03493304,0.0105336765,0.0002726227,473.1251,0.85816956,169.44534,30.704775,0.008755388,8.601898
97.63856,0.5853252,0.5157474,0.15649688,0.73534817,0.0,0.067217484,0.0,0.0,0.02402772,0.0,0.2197203,0.0076182936,0.049932115,0.0,393.07025,0.7203797,76.55982,87.39648,0.034115788,2.3614426
98.68974,0.30432314,0.6376216,0.06739929,0.0,0.0,0.05445859,0.003630778,0.033980306,0.0089222025,0.0,0.18082766,0.012412842,0.003511129,0.0031787702,19.683594,0.034302168,10.785113,6.577343,-0.00089058816,1.310257
92.185616,1.6004045,1.7787633,0.21915245,1.3937232,2.0065763,0.37382764,0.014965005,0.32513636,0.078542456,0.01975621,0.0,0.0,0.0035319838,0.0,191.28482,0.36421594,55.641197,42.47327,-0.016593153,7.8143845
86.5152,1.7424839,3.0936866,0.0,0.0,8.268427,0.0099773565,0.0060812063,0.1271221,0.0,0.0,0.18692209,0.041216817,0.0037288647,0.0051700957,-30.37973,-0.06330112,-5.9787683,-2.5538313,0.02574415,13.484802
95.63886,0.28704482,2.115531,0.1034664,0.69723177,0.91151565,0.09436855,0.00060401764,0.10962532,0.022490283,0.0,0.0,0.016597891,4.872634e-05,0.0025996047,7.2543645,0.006664596,8.808833,-0.64960307,0.009094277,4.3611374
91.39883,2.1332812,1.1281292,0.19698353,3.7703962,0.8879369,0.20847446,0.00121902,0.0,0.06545007,0.012725212,0.14234178,0.027546339,0.00096294837,0.02571021,316.76526,0.5875243,117.815094,23.548395,0.020193985,8.601173
95.24179,2.5430856,0.91960645,0.35932013,0.5304841,0.10005508,0.20422322,0.009848286,0.035303466,0.047023002,0.0009686096,0.0,0.008293118,0.0,0.0,504.49585,0.94186777,44.872463,140.3419,0.088914834,4.758209
96.909096,0.2625275,1.5562818,0.63846797,0.31770378,0.088609226,0.13169314,0.0,0.064507216,0.0141685475,0.0035389308,0.0,0.008696327,0.0,0.0047141165,21.42778,0.03920152,13.123481,0.7936495,0.03574954,3.0909042
97.57552,0.51475555,0.9682394,0.14925693,0.51940197,0.0,0.09633835,0.001588216,0.03984504,0.013380963,0.0014633043,0.11056082,0.009408537,0.0,0.00023435985,21.274765,0.034608416,7.0429525,3.5320337,0.021655606,2.4244766
96.909454,0.34020436,1.517499,0.0791701,0.6595094,0.28102338,0.08184194,0.0,0.050719433,0.013410887,0.0021680994,0.05019634,0.014571509,0.0,0.00023876868,7.9843144,0.025027536,10.847686,4.773493,0.008497994,3.0905457
98.21056,0.2395694,0.76888174,0.3754197,0.29275858,0.0,0.074334115,0.00016997321,0.011189307,0.0041915956,0.0050786133,0.0,0.0114273215,0.0034452176,0.002970782,20.23848,0.037637047,13.420657,4.6418858,0.036190335,1.7894363
96.34436,0.2017112,2.6457796,0.29875404,0.16736515,0.011207175,0.036516685,0.0,0.10615954,0.0,0.0067726285,0.15997688,0.014499285,0.0,0.0068981396,19.217178,0.049405597,14.648906,-3.836033,0.4587245,3.6556396
97.90797,0.32843402,1.1562926,0.1497984,0.14278722,0.12740803,0.074561335,0.0,0.055240396,0.017330319,0.0049468884,0.01903808,0.013852176,0.0011635629,0.0011808894,13.8625345,0.025461517,15.753837,9.458651,0.0033649507,2.0920334
85.52969,0.65659875,2.4499032,0.11445469,5.957502,5.0085025,0.10828575,0.0,0.105384484,0.049686067,0.010386148,0.0,0.009613064,0.0,0.0,152.57701,0.25785118,59.96597,28.920216,0.0028813875,14.470306
97.78247,0.2919337,1.2154042,0.14421277,0.14706182,0.16115412,0.07227479,0.0015873422,0.06305972,0.012354578,0.0044313055,0.08833299,0.013585404,0.0021353674,0.0,19.908356,0.030909084,11.951137,6.8707447,0.004091883,2.2175293
97.406975,0.5379261,0.20516527,0.7987357,0.7834928,0.0,0.21580014,0.0,0.0,0.020578321,0.0033452397,0.0,0.0066701947,0.012534345,0.00878796,5.3489537,0.0014330965,1.2733526,-7.8974056,0.04366489,2.5930252
97.02959,0.16840544,1.3336473,1.0118867,0.0,0.0,0.27662745,0.0,0.14357504,0.021464292,0.00236008,0.0,0.012440775,0.0,0.0,42.772697,0.08884045,11.0115385,0.5206526,0.106366195,2.9704132
